[2024-12-11 17:43:58,204][accelerate.utils.modeling][INFO] - We will use 90% of the memory on device 0 for storing the model, and 10% for the buffer to avoid OOM. You can set `max_memory` in to a higher value to use more memory (at your own risk).
[2024-12-11 17:44:01,428][sqlitedict][INFO] - opening Sqlite table 'unnamed' in './.cache/tmp1tfgca9v/huggingface.sqlite'
[2024-12-11 17:44:13,862][sqlitedict][INFO] - opening Sqlite table 'unnamed' in './.cache/tmp1tfgca9v/huggingface.sqlite'
[2024-12-11 17:44:14,052][sqlitedict][INFO] - opening Sqlite table 'unnamed' in './.cache/tmp1tfgca9v/huggingface.sqlite'
[2024-12-11 17:44:14,241][sqlitedict][INFO] - opening Sqlite table 'unnamed' in './.cache/tmp1tfgca9v/huggingface.sqlite'
[2024-12-11 17:44:14,433][sqlitedict][INFO] - opening Sqlite table 'unnamed' in './.cache/tmp1tfgca9v/huggingface.sqlite'
[2024-12-11 17:44:14,621][sqlitedict][INFO] - opening Sqlite table 'unnamed' in './.cache/tmp1tfgca9v/huggingface.sqlite'
[2024-12-11 17:44:14,809][sqlitedict][INFO] - opening Sqlite table 'unnamed' in './.cache/tmp1tfgca9v/huggingface.sqlite'
[2024-12-11 17:44:14,998][sqlitedict][INFO] - opening Sqlite table 'unnamed' in './.cache/tmp1tfgca9v/huggingface.sqlite'
[2024-12-11 17:44:15,191][sqlitedict][INFO] - opening Sqlite table 'unnamed' in './.cache/tmp1tfgca9v/huggingface.sqlite'
[2024-12-11 17:44:15,386][sqlitedict][INFO] - opening Sqlite table 'unnamed' in './.cache/tmp1tfgca9v/huggingface.sqlite'
[2024-12-11 17:44:15,575][sqlitedict][INFO] - opening Sqlite table 'unnamed' in './.cache/tmp1tfgca9v/huggingface.sqlite'
[2024-12-11 17:44:15,761][sqlitedict][INFO] - opening Sqlite table 'unnamed' in './.cache/tmp1tfgca9v/huggingface.sqlite'
[2024-12-11 17:44:15,950][sqlitedict][INFO] - opening Sqlite table 'unnamed' in './.cache/tmp1tfgca9v/huggingface.sqlite'
[2024-12-11 17:44:16,140][sqlitedict][INFO] - opening Sqlite table 'unnamed' in './.cache/tmp1tfgca9v/huggingface.sqlite'
[2024-12-11 17:44:16,330][sqlitedict][INFO] - opening Sqlite table 'unnamed' in './.cache/tmp1tfgca9v/huggingface.sqlite'
[2024-12-11 17:44:16,517][sqlitedict][INFO] - opening Sqlite table 'unnamed' in './.cache/tmp1tfgca9v/huggingface.sqlite'
[2024-12-11 17:44:16,705][sqlitedict][INFO] - opening Sqlite table 'unnamed' in './.cache/tmp1tfgca9v/huggingface.sqlite'
[2024-12-11 17:44:16,894][sqlitedict][INFO] - opening Sqlite table 'unnamed' in './.cache/tmp1tfgca9v/huggingface.sqlite'
[2024-12-11 17:44:17,081][sqlitedict][INFO] - opening Sqlite table 'unnamed' in './.cache/tmp1tfgca9v/huggingface.sqlite'
[2024-12-11 17:44:17,267][sqlitedict][INFO] - opening Sqlite table 'unnamed' in './.cache/tmp1tfgca9v/huggingface.sqlite'
[2024-12-11 17:44:17,454][sqlitedict][INFO] - opening Sqlite table 'unnamed' in './.cache/tmp1tfgca9v/huggingface.sqlite'
[2024-12-11 17:44:17,642][sqlitedict][INFO] - opening Sqlite table 'unnamed' in './.cache/tmp1tfgca9v/huggingface.sqlite'
[2024-12-11 17:44:17,831][sqlitedict][INFO] - opening Sqlite table 'unnamed' in './.cache/tmp1tfgca9v/huggingface.sqlite'
[2024-12-11 17:44:18,026][sqlitedict][INFO] - opening Sqlite table 'unnamed' in './.cache/tmp1tfgca9v/huggingface.sqlite'
[2024-12-11 17:44:18,215][sqlitedict][INFO] - opening Sqlite table 'unnamed' in './.cache/tmp1tfgca9v/huggingface.sqlite'
[2024-12-11 17:44:18,404][sqlitedict][INFO] - opening Sqlite table 'unnamed' in './.cache/tmp1tfgca9v/huggingface.sqlite'
[2024-12-11 17:44:18,596][sqlitedict][INFO] - opening Sqlite table 'unnamed' in './.cache/tmp1tfgca9v/huggingface.sqlite'
[2024-12-11 17:44:18,790][sqlitedict][INFO] - opening Sqlite table 'unnamed' in './.cache/tmp1tfgca9v/huggingface.sqlite'
[2024-12-11 17:44:18,981][sqlitedict][INFO] - opening Sqlite table 'unnamed' in './.cache/tmp1tfgca9v/huggingface.sqlite'
[2024-12-11 17:44:19,171][sqlitedict][INFO] - opening Sqlite table 'unnamed' in './.cache/tmp1tfgca9v/huggingface.sqlite'
[2024-12-11 17:44:19,355][sqlitedict][INFO] - opening Sqlite table 'unnamed' in './.cache/tmp1tfgca9v/huggingface.sqlite'
[2024-12-11 17:44:19,543][sqlitedict][INFO] - opening Sqlite table 'unnamed' in './.cache/tmp1tfgca9v/huggingface.sqlite'
[2024-12-11 17:44:19,732][sqlitedict][INFO] - opening Sqlite table 'unnamed' in './.cache/tmp1tfgca9v/huggingface.sqlite'
[2024-12-11 17:44:19,917][sqlitedict][INFO] - opening Sqlite table 'unnamed' in './.cache/tmp1tfgca9v/huggingface.sqlite'
[2024-12-11 17:44:20,102][sqlitedict][INFO] - opening Sqlite table 'unnamed' in './.cache/tmp1tfgca9v/huggingface.sqlite'
[2024-12-11 17:44:20,291][sqlitedict][INFO] - opening Sqlite table 'unnamed' in './.cache/tmp1tfgca9v/huggingface.sqlite'
[2024-12-11 17:44:20,480][sqlitedict][INFO] - opening Sqlite table 'unnamed' in './.cache/tmp1tfgca9v/huggingface.sqlite'
[2024-12-11 17:44:20,668][sqlitedict][INFO] - opening Sqlite table 'unnamed' in './.cache/tmp1tfgca9v/huggingface.sqlite'
[2024-12-11 17:44:20,856][sqlitedict][INFO] - opening Sqlite table 'unnamed' in './.cache/tmp1tfgca9v/huggingface.sqlite'
[2024-12-11 17:44:21,057][sqlitedict][INFO] - opening Sqlite table 'unnamed' in './.cache/tmp1tfgca9v/huggingface.sqlite'
[2024-12-11 17:44:21,244][sqlitedict][INFO] - opening Sqlite table 'unnamed' in './.cache/tmp1tfgca9v/huggingface.sqlite'
[2024-12-11 17:44:21,429][sqlitedict][INFO] - opening Sqlite table 'unnamed' in './.cache/tmp1tfgca9v/huggingface.sqlite'
[2024-12-11 17:44:21,619][sqlitedict][INFO] - opening Sqlite table 'unnamed' in './.cache/tmp1tfgca9v/huggingface.sqlite'
[2024-12-11 17:44:21,810][sqlitedict][INFO] - opening Sqlite table 'unnamed' in './.cache/tmp1tfgca9v/huggingface.sqlite'
[2024-12-11 17:44:21,997][sqlitedict][INFO] - opening Sqlite table 'unnamed' in './.cache/tmp1tfgca9v/huggingface.sqlite'
[2024-12-11 17:44:22,185][sqlitedict][INFO] - opening Sqlite table 'unnamed' in './.cache/tmp1tfgca9v/huggingface.sqlite'
[2024-12-11 17:44:22,371][sqlitedict][INFO] - opening Sqlite table 'unnamed' in './.cache/tmp1tfgca9v/huggingface.sqlite'
[2024-12-11 17:44:22,558][sqlitedict][INFO] - opening Sqlite table 'unnamed' in './.cache/tmp1tfgca9v/huggingface.sqlite'
[2024-12-11 17:44:22,742][sqlitedict][INFO] - opening Sqlite table 'unnamed' in './.cache/tmp1tfgca9v/huggingface.sqlite'
[2024-12-11 17:44:22,935][sqlitedict][INFO] - opening Sqlite table 'unnamed' in './.cache/tmp1tfgca9v/huggingface.sqlite'
[2024-12-11 17:44:23,126][sqlitedict][INFO] - opening Sqlite table 'unnamed' in './.cache/tmp1tfgca9v/huggingface.sqlite'
[2024-12-11 17:44:23,314][sqlitedict][INFO] - opening Sqlite table 'unnamed' in './.cache/tmp1tfgca9v/huggingface.sqlite'
[2024-12-11 17:44:23,500][sqlitedict][INFO] - opening Sqlite table 'unnamed' in './.cache/tmp1tfgca9v/huggingface.sqlite'
[2024-12-11 17:44:23,690][sqlitedict][INFO] - opening Sqlite table 'unnamed' in './.cache/tmp1tfgca9v/huggingface.sqlite'
[2024-12-11 17:44:23,876][sqlitedict][INFO] - opening Sqlite table 'unnamed' in './.cache/tmp1tfgca9v/huggingface.sqlite'
[2024-12-11 17:44:24,064][sqlitedict][INFO] - opening Sqlite table 'unnamed' in './.cache/tmp1tfgca9v/huggingface.sqlite'
[2024-12-11 17:44:24,252][sqlitedict][INFO] - opening Sqlite table 'unnamed' in './.cache/tmp1tfgca9v/huggingface.sqlite'
[2024-12-11 17:44:24,445][sqlitedict][INFO] - opening Sqlite table 'unnamed' in './.cache/tmp1tfgca9v/huggingface.sqlite'
[2024-12-11 17:44:24,631][sqlitedict][INFO] - opening Sqlite table 'unnamed' in './.cache/tmp1tfgca9v/huggingface.sqlite'
[2024-12-11 17:44:24,820][sqlitedict][INFO] - opening Sqlite table 'unnamed' in './.cache/tmp1tfgca9v/huggingface.sqlite'
[2024-12-11 17:44:25,012][sqlitedict][INFO] - opening Sqlite table 'unnamed' in './.cache/tmp1tfgca9v/huggingface.sqlite'
[2024-12-11 17:44:25,201][sqlitedict][INFO] - opening Sqlite table 'unnamed' in './.cache/tmp1tfgca9v/huggingface.sqlite'
[2024-12-11 17:44:25,395][sqlitedict][INFO] - opening Sqlite table 'unnamed' in './.cache/tmp1tfgca9v/huggingface.sqlite'
[2024-12-11 17:44:25,580][sqlitedict][INFO] - opening Sqlite table 'unnamed' in './.cache/tmp1tfgca9v/huggingface.sqlite'
[2024-12-11 17:44:25,770][sqlitedict][INFO] - opening Sqlite table 'unnamed' in './.cache/tmp1tfgca9v/huggingface.sqlite'
[2024-12-11 17:44:25,958][sqlitedict][INFO] - opening Sqlite table 'unnamed' in './.cache/tmp1tfgca9v/huggingface.sqlite'
[2024-12-11 17:44:26,145][sqlitedict][INFO] - opening Sqlite table 'unnamed' in './.cache/tmp1tfgca9v/huggingface.sqlite'
[2024-12-11 17:44:26,332][sqlitedict][INFO] - opening Sqlite table 'unnamed' in './.cache/tmp1tfgca9v/huggingface.sqlite'
[2024-12-11 17:44:26,522][sqlitedict][INFO] - opening Sqlite table 'unnamed' in './.cache/tmp1tfgca9v/huggingface.sqlite'
[2024-12-11 17:44:26,712][sqlitedict][INFO] - opening Sqlite table 'unnamed' in './.cache/tmp1tfgca9v/huggingface.sqlite'
[2024-12-11 17:44:26,899][sqlitedict][INFO] - opening Sqlite table 'unnamed' in './.cache/tmp1tfgca9v/huggingface.sqlite'
[2024-12-11 17:44:27,086][sqlitedict][INFO] - opening Sqlite table 'unnamed' in './.cache/tmp1tfgca9v/huggingface.sqlite'
[2024-12-11 17:44:27,275][sqlitedict][INFO] - opening Sqlite table 'unnamed' in './.cache/tmp1tfgca9v/huggingface.sqlite'
[2024-12-11 17:44:27,464][sqlitedict][INFO] - opening Sqlite table 'unnamed' in './.cache/tmp1tfgca9v/huggingface.sqlite'
[2024-12-11 17:44:27,651][sqlitedict][INFO] - opening Sqlite table 'unnamed' in './.cache/tmp1tfgca9v/huggingface.sqlite'
[2024-12-11 17:44:27,844][sqlitedict][INFO] - opening Sqlite table 'unnamed' in './.cache/tmp1tfgca9v/huggingface.sqlite'
[2024-12-11 17:44:28,033][sqlitedict][INFO] - opening Sqlite table 'unnamed' in './.cache/tmp1tfgca9v/huggingface.sqlite'
[2024-12-11 17:44:28,222][sqlitedict][INFO] - opening Sqlite table 'unnamed' in './.cache/tmp1tfgca9v/huggingface.sqlite'
[2024-12-11 17:44:28,409][sqlitedict][INFO] - opening Sqlite table 'unnamed' in './.cache/tmp1tfgca9v/huggingface.sqlite'
[2024-12-11 17:44:28,600][sqlitedict][INFO] - opening Sqlite table 'unnamed' in './.cache/tmp1tfgca9v/huggingface.sqlite'
[2024-12-11 17:44:28,794][sqlitedict][INFO] - opening Sqlite table 'unnamed' in './.cache/tmp1tfgca9v/huggingface.sqlite'
[2024-12-11 17:44:28,982][sqlitedict][INFO] - opening Sqlite table 'unnamed' in './.cache/tmp1tfgca9v/huggingface.sqlite'
[2024-12-11 17:44:29,170][sqlitedict][INFO] - opening Sqlite table 'unnamed' in './.cache/tmp1tfgca9v/huggingface.sqlite'
[2024-12-11 17:44:29,363][sqlitedict][INFO] - opening Sqlite table 'unnamed' in './.cache/tmp1tfgca9v/huggingface.sqlite'
[2024-12-11 17:44:29,573][sqlitedict][INFO] - opening Sqlite table 'unnamed' in './.cache/tmp1tfgca9v/huggingface.sqlite'
[2024-12-11 17:44:29,761][sqlitedict][INFO] - opening Sqlite table 'unnamed' in './.cache/tmp1tfgca9v/huggingface.sqlite'
[2024-12-11 17:44:29,949][sqlitedict][INFO] - opening Sqlite table 'unnamed' in './.cache/tmp1tfgca9v/huggingface.sqlite'
[2024-12-11 17:44:30,134][sqlitedict][INFO] - opening Sqlite table 'unnamed' in './.cache/tmp1tfgca9v/huggingface.sqlite'
[2024-12-11 17:44:30,325][sqlitedict][INFO] - opening Sqlite table 'unnamed' in './.cache/tmp1tfgca9v/huggingface.sqlite'
[2024-12-11 17:44:30,513][sqlitedict][INFO] - opening Sqlite table 'unnamed' in './.cache/tmp1tfgca9v/huggingface.sqlite'
[2024-12-11 17:44:30,706][sqlitedict][INFO] - opening Sqlite table 'unnamed' in './.cache/tmp1tfgca9v/huggingface.sqlite'
[2024-12-11 17:44:30,894][sqlitedict][INFO] - opening Sqlite table 'unnamed' in './.cache/tmp1tfgca9v/huggingface.sqlite'
[2024-12-11 17:44:31,082][sqlitedict][INFO] - opening Sqlite table 'unnamed' in './.cache/tmp1tfgca9v/huggingface.sqlite'
[2024-12-11 17:44:31,269][sqlitedict][INFO] - opening Sqlite table 'unnamed' in './.cache/tmp1tfgca9v/huggingface.sqlite'
[2024-12-11 17:44:31,462][sqlitedict][INFO] - opening Sqlite table 'unnamed' in './.cache/tmp1tfgca9v/huggingface.sqlite'
[2024-12-11 17:44:31,652][sqlitedict][INFO] - opening Sqlite table 'unnamed' in './.cache/tmp1tfgca9v/huggingface.sqlite'
[2024-12-11 17:44:31,846][sqlitedict][INFO] - opening Sqlite table 'unnamed' in './.cache/tmp1tfgca9v/huggingface.sqlite'
[2024-12-11 17:44:32,033][sqlitedict][INFO] - opening Sqlite table 'unnamed' in './.cache/tmp1tfgca9v/huggingface.sqlite'
[2024-12-11 17:44:32,220][sqlitedict][INFO] - opening Sqlite table 'unnamed' in './.cache/tmp1tfgca9v/huggingface.sqlite'
[2024-12-11 17:44:32,411][sqlitedict][INFO] - opening Sqlite table 'unnamed' in './.cache/tmp1tfgca9v/huggingface.sqlite'
[2024-12-11 17:44:32,600][sqlitedict][INFO] - opening Sqlite table 'unnamed' in './.cache/tmp1tfgca9v/huggingface.sqlite'
[2024-12-11 17:44:32,790][sqlitedict][INFO] - opening Sqlite table 'unnamed' in './.cache/tmp1tfgca9v/huggingface.sqlite'
[2024-12-11 17:44:32,977][sqlitedict][INFO] - opening Sqlite table 'unnamed' in './.cache/tmp1tfgca9v/huggingface.sqlite'
[2024-12-11 17:44:33,163][sqlitedict][INFO] - opening Sqlite table 'unnamed' in './.cache/tmp1tfgca9v/huggingface.sqlite'
[2024-12-11 17:44:33,349][sqlitedict][INFO] - opening Sqlite table 'unnamed' in './.cache/tmp1tfgca9v/huggingface.sqlite'
[2024-12-11 17:44:33,537][sqlitedict][INFO] - opening Sqlite table 'unnamed' in './.cache/tmp1tfgca9v/huggingface.sqlite'
[2024-12-11 17:44:33,725][sqlitedict][INFO] - opening Sqlite table 'unnamed' in './.cache/tmp1tfgca9v/huggingface.sqlite'
[2024-12-11 17:44:33,915][sqlitedict][INFO] - opening Sqlite table 'unnamed' in './.cache/tmp1tfgca9v/huggingface.sqlite'
[2024-12-11 17:44:34,100][sqlitedict][INFO] - opening Sqlite table 'unnamed' in './.cache/tmp1tfgca9v/huggingface.sqlite'
[2024-12-11 17:44:34,289][sqlitedict][INFO] - opening Sqlite table 'unnamed' in './.cache/tmp1tfgca9v/huggingface.sqlite'
[2024-12-11 17:44:34,477][sqlitedict][INFO] - opening Sqlite table 'unnamed' in './.cache/tmp1tfgca9v/huggingface.sqlite'
[2024-12-11 17:44:34,666][sqlitedict][INFO] - opening Sqlite table 'unnamed' in './.cache/tmp1tfgca9v/huggingface.sqlite'
[2024-12-11 17:44:34,851][sqlitedict][INFO] - opening Sqlite table 'unnamed' in './.cache/tmp1tfgca9v/huggingface.sqlite'
[2024-12-11 17:44:35,057][sqlitedict][INFO] - opening Sqlite table 'unnamed' in './.cache/tmp1tfgca9v/huggingface.sqlite'
[2024-12-11 17:44:35,246][sqlitedict][INFO] - opening Sqlite table 'unnamed' in './.cache/tmp1tfgca9v/huggingface.sqlite'
[2024-12-11 17:44:35,435][sqlitedict][INFO] - opening Sqlite table 'unnamed' in './.cache/tmp1tfgca9v/huggingface.sqlite'
[2024-12-11 17:44:35,626][sqlitedict][INFO] - opening Sqlite table 'unnamed' in './.cache/tmp1tfgca9v/huggingface.sqlite'
[2024-12-11 17:44:35,818][sqlitedict][INFO] - opening Sqlite table 'unnamed' in './.cache/tmp1tfgca9v/huggingface.sqlite'
[2024-12-11 17:44:36,007][sqlitedict][INFO] - opening Sqlite table 'unnamed' in './.cache/tmp1tfgca9v/huggingface.sqlite'
[2024-12-11 17:44:36,200][sqlitedict][INFO] - opening Sqlite table 'unnamed' in './.cache/tmp1tfgca9v/huggingface.sqlite'
[2024-12-11 17:44:36,389][sqlitedict][INFO] - opening Sqlite table 'unnamed' in './.cache/tmp1tfgca9v/huggingface.sqlite'
[2024-12-11 17:44:36,577][sqlitedict][INFO] - opening Sqlite table 'unnamed' in './.cache/tmp1tfgca9v/huggingface.sqlite'
[2024-12-11 17:44:36,766][sqlitedict][INFO] - opening Sqlite table 'unnamed' in './.cache/tmp1tfgca9v/huggingface.sqlite'
[2024-12-11 17:44:36,953][sqlitedict][INFO] - opening Sqlite table 'unnamed' in './.cache/tmp1tfgca9v/huggingface.sqlite'
[2024-12-11 17:44:37,145][sqlitedict][INFO] - opening Sqlite table 'unnamed' in './.cache/tmp1tfgca9v/huggingface.sqlite'
[2024-12-11 17:44:37,334][sqlitedict][INFO] - opening Sqlite table 'unnamed' in './.cache/tmp1tfgca9v/huggingface.sqlite'
[2024-12-11 17:44:37,520][sqlitedict][INFO] - opening Sqlite table 'unnamed' in './.cache/tmp1tfgca9v/huggingface.sqlite'
[2024-12-11 17:44:37,706][sqlitedict][INFO] - opening Sqlite table 'unnamed' in './.cache/tmp1tfgca9v/huggingface.sqlite'
[2024-12-11 17:44:37,897][sqlitedict][INFO] - opening Sqlite table 'unnamed' in './.cache/tmp1tfgca9v/huggingface.sqlite'
[2024-12-11 17:44:38,086][sqlitedict][INFO] - opening Sqlite table 'unnamed' in './.cache/tmp1tfgca9v/huggingface.sqlite'
[2024-12-11 17:44:38,275][sqlitedict][INFO] - opening Sqlite table 'unnamed' in './.cache/tmp1tfgca9v/huggingface.sqlite'
[2024-12-11 17:44:38,462][sqlitedict][INFO] - opening Sqlite table 'unnamed' in './.cache/tmp1tfgca9v/huggingface.sqlite'
